
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)	
5760.768	0	3504.523	1	11820	4	6129.618	197	6129.618	275.173000000000001	6129.618	6	6129.618	289.1730000000000007
5840.445	0	3515.014	2	11880	2	6133.786	196	6133.786	363.0179999999999132	6133.786	4	6133.786	373.0179999999999132
5870.908	0	3518.926	3	11940	1	6162.706	198	6162.706	279.798000000000001	6162.706	5	6162.706	291.7980000000000007
5924.55	0	3539.382	4	12000	3	6191.114	199	6191.114	264.563999999999964	6191.114	0	6191.114	266.563999999999964
5979.324	0	3546.129	5	12060	0	6263.344	200	6263.344	280.0199999999999807	6263.344	1	6263.344	284.0199999999999807
5979.82	0	3551.939	4	12120	2	6282.054	202	6282.054	262.973999999999932	6282.054	7	6282.054	278.973999999999932
6003.08	0	3554.501	3	12180	0	6286.086	201	6286.086	298.2659999999999612	6286.086	3	6286.086	306.2659999999999612
6041.396	0	3566.669	4	12240	0	6295.579	203	6295.579	248.182999999999992	6295.579	2	6295.579	254.182999999999992
6054.901	0	3585.602	5	12300	2	6322.092	204	6322.092	249.190999999999973	6322.092	8	6322.092	267.1909999999999162
6117.314	0	3595.383	4	12360	3	6412.555	205	6412.555	275.2409999999999845	6412.555	9	6412.555	295.2409999999999842
6154.999	0	3624.668	3	12420	5	6428.943	206	6428.943	263.9439999999999592	6428.943	4	6428.943	273.943999999999959
6180.186	0	3662.183	4	12480	2	6462.987	207	6462.987	270.80099999999993	6462.987	5	6462.987	282.8009999999999295
6282.992	0	3669.221	3	12540	8	6517.969	209	6517.969	220.3519999999999745	6517.969	1	6517.969	224.3519999999999745
6293.617	0	3688.577	2	12600	8	6582.172	208	6582.172	297.179999999999949	6582.172	0	6582.172	299.179999999999949
6296.038	0	3695.939	1	12660	8	6606.199	210	6606.199	304.1609999999999437	6606.199	2	6606.199	310.1609999999999437
6312.309	0	3700.525	0	12720	6	6639.583	211	6639.583	319.274	6639.583	3	6639.583	327.274
6379.099	0	3742.801	0	12780	3	6699.479	212	6699.479	306.379999999999995	6699.479	6	6699.479	320.379999999999995
6403.459	0	3796.464	0	12840	2	6716.589	214	6716.589	282.6920000000000062	6716.589	8	6716.589	300.6920000000000062
6415.897	0	3826.774	1	12900	1	6717.368	216	6717.368	248.596999999999979	6717.368	9	6717.368	268.596999999999979
6436.725	0	3838.305	0	12960	1	6735.334	215	6735.334	288.608999999999922	6735.334	4	6735.334	298.608999999999922
6448.771	0	3845.624	0	13020	2	6739.176	213	6739.176	319.716999999999983	6739.176	7	6739.176	335.716999999999983
6468.44	0	3886.593	0	13080	0	6807.827	219	6807.827	223.654999999999972	6807.827	0	6807.827	225.654999999999972
6517.969	46.55700000000000195	3987.769	0	13140	0	6816.891	218	6816.891	294.9220000000000242	6816.891	1	6816.891	298.9220000000000242
6582.172	109.1550000000000008	3989.842	0	13200	0	6824.488	217	6824.488	344.0480000000000007	6824.488	5	6824.488	356.0480000000000002
6606.199	96.3849999999999906	3991.638	0	13260	0	6894.492	220	6894.492	282.2930000000000052	6894.492	2	6894.492	288.2930000000000052
6639.583	71.38999999999998615	4023.422	0	13320	0	6905.081	221	6905.081	257.4979999999999327	6905.081	3	6905.081	265.4979999999999327
6699.479	130.0860000000000125	4065.152	0	13380	0	6964.9	222	6964.9	251.4209999999999915	6964.9	6	6964.9	265.4209999999999347
6716.589	112.927999999999997	4068.401	0	13440	0	6975.541	223	6975.541	240.951999999999997	6975.541	8	6975.541	258.951999999999997
6717.368	92.09199999999998415	4088.778	0	13500	0	6975.822	226	6975.822	220.6459999999999572	6975.822	7	6975.822	236.6459999999999572
6735.334	81.99899999999999485	4121.246	0	13560	0	6989.255	224	6989.255	251.887	6989.255	9	6989.255	271.8869999999999425
6739.176	31.375	4127.552	1	13620	0	7029.955	225	7029.955	284.6209999999999797	7029.955	4	7029.955	294.6209999999999795
6807.827	87.12299999999999015	4149.491	2	13680	1	7060.477	227	7060.477	250.6499999999999765	7060.477	0	7060.477	252.6499999999999765
6816.891	23.48199999999999925	4154.82	1	13740	1	7077.88	228	7077.88	256.988999999999918	7077.88	1	7077.88	260.988999999999918
6864.992	0	4162.144	2	13800	1	7128.701	229	7128.701	251.7090000000000025	7128.701	5	7128.701	263.7089999999999455
6931.855	0	4178.053	3	13860	1	7190.097	230	7190.097	252.241999999999961	7190.097	2	7190.097	258.241999999999961
6938.78	0	4179.713	4	13920	2	7223.499	231	7223.499	276.7189999999999362	7223.499	3	7223.499	284.7189999999999362
6964.9	16.16599999999999676	4191.269	3	13980	3	7239.242	232	7239.242	260.3419999999999837	7239.242	6	7239.242	274.3419999999999837
6975.541	14.50699999999999785	4199.39	4	14040	0	7239.758	233	7239.758	246.2169999999999837	7239.758	8	7239.758	264.2169999999999837
6977.3	0	4226.148	3	14100	0	7291.086	234	7291.086	297.7859999999999437	7291.086	7	7291.086	313.7859999999999437
7029.13	0	4248.68	4	14160	0	7315.769	235	7315.769	266.639000000000009	7315.769	9	7315.769	286.639000000000009
7083.306	0	4293.946	3	14220	0	7351.075	237	7351.075	260.0230000000000237	7351.075	1	7351.075	264.0230000000000237
7087.052	0	4300.791	2	14280	1	7368.578	238	7368.578	250.0889999999999975	7368.578	4	7368.578	260.0889999999999412
7108.489	0	4301.171	1	14340	2	7380.823	236	7380.823	295.5169999999999377	7380.823	0	7380.823	297.5169999999999377
7128.701	9.4669999999999987	4304.713	2	14400	4	7424.106	239	7424.106	283.4049999999999717	7424.106	5	7424.106	295.4049999999999717
7190.097	58.6550000000000009	4327.725	3	14460	0	7472.732	240	7472.732	276.63499999999999	7472.732	2	7472.732	282.63499999999999
7223.499	64.34799999999998455	4353.158	2	14520	0	7495.539	242	7495.539	242.2969999999999675	7495.539	6	7495.539	256.297000000000025
7239.242	77.83599999999998405	4364.039	1	14580	0	7511.185	243	7511.185	253.4269999999999632	7511.185	8	7511.185	271.4270000000000197
7239.758	53.4089999999999916	4379.796	0	14640	1	7518.916	241	7518.916	287.416999999999915	7518.916	3	7518.916	295.416999999999915
7291.086	66.50999999999999065	4463.115	0	14700	1	7572.014	244	7572.014	264.927999999999997	7572.014	7	7572.014	280.9279999999999962
7315.769	57.29899999999999215	4474.471	0	14760	0	7614.505	245	7614.505	278.735999999999989	7614.505	9	7614.505	298.735999999999989
7351.075	71.51099999999999535	4495.399	0	14820	2	7616.193	248	7616.193	233.3700000000000037	7616.193	0	7616.193	235.3700000000000037
7368.578	48.39799999999999595	4515.688	1	14880	2	7649.079	246	7649.079	294.004000000000018	7649.079	1	7649.079	298.004000000000018
7380.823	34.13700000000000032	4516.031	0	14940	1	7662.306	247	7662.306	283.727999999999951	7662.306	4	7662.306	293.7279999999999507
7424.106	41.89600000000000065	4517.143	1	15000	1	7669.971	249	7669.971	233.8650000000000082	7669.971	5	7669.971	245.8650000000000082
7500.403	0	4521.411	2	15060	5	7753.143	250	7753.143	246.7400000000000082	7753.143	2	7753.143	252.7400000000000082
7507.112	0	4524.423	3	15120	6	7800.279	251	7800.279	279.1669999999999152	7800.279	6	7800.279	293.166999999999915
7513.157	0	4542.152	4	15180	3	7804.345	252	7804.345	273.187999999999987	7804.345	8	7804.345	291.187999999999987
7564.697	0	4550.316	5	15240	2	7826.625	253	7826.625	253.927999999999997	7826.625	3	7826.625	261.927999999999997
7572.014	2.920999999999999365	4566.114	6	15300	1	7862.475	254	7862.475	274.4610000000000115	7862.475	7	7862.475	290.4610000000000115
7614.505	33.28199999999999637	4567.44	7	15360	0	7878.752	256	7878.752	260.558999999999968	7878.752	0	7878.752	262.558999999999968
7616.193	29.04799999999999455	4581.421	8	15420	0	7911.019	255	7911.019	276.514000000000009	7911.019	9	7911.019	296.514000000000009
7679.322	0	4583.166	7	15480	0	7962.441	257	7962.441	279.1190000000000275	7962.441	1	7962.441	283.1190000000000272
7701.257	0	4586.046	6	15540	0	7983.144	259	7983.144	250.8019999999999632	7983.144	5	7983.144	262.80200000000002
7720.342	0	4592.205	7	15600	1	7989.38	258	7989.38	278.122999999999932	7989.38	4	7989.38	288.122999999999932
7753.143	31.90399999999999625	4598.31	6	15660	3	8072.348	260	8072.348	313.2049999999999265	8072.348	2	8072.348	319.2049999999999265
7800.279	45.31900000000000242	4604.669	7	15720	3	8083.196	261	8083.196	268.9169999999999157	8083.196	6	8083.196	282.916999999999915
7804.345	45.65099999999999607	4625.181	6	15780	2	8091.668	264	8091.668	213.1929999999999828	8091.668	7	8091.668	229.1929999999999828
7826.625	65.18699999999998315	4669.098	5	15840	1	8097.994	263	8097.994	263.3690000000000275	8097.994	3	8097.994	271.3690000000000275
7862.475	71.33299999999999825	4680.127	4	15900	0	8107.87	262	8107.87	285.524999999999976	8107.87	8	8107.87	303.5249999999999757
7878.752	67.34000000000000315	4722.916	5	15960	0	8148.159	265	8148.159	267.4069999999999242	8148.159	0	8148.159	269.4069999999999242
7911.019	85.66800000000000605	4740.022	6	16020	0	8151.473	266	8151.473	220.454000000000007	8151.473	9	8151.473	240.454000000000007
7962.441	127.6409999999999903	4743.084	7	16080	0	8228.773	269	8228.773	229.3929999999999715	8228.773	4	8228.773	239.3929999999999715
7983.144	103.7249999999999938	4749.104	8	16140	0	8245.256	267	8245.256	278.81499999999994	8245.256	1	8245.256	282.81499999999994
7989.38	102.5829999999999981	4750.164	7	16200	0	8257.483	268	8257.483	262.3389999999999412	8257.483	5	8257.483	274.3389999999999412
8072.348	173.9889999999999751	4767.696	8	16260	0	8347.003	271	8347.003	249.8069999999999585	8347.003	6	8347.003	263.8070000000000155
8083.196	128.7609999999999667	4773.738	7	16320	0	8348.442	270	8348.442	270.0939999999999362	8348.442	2	8348.442	276.0939999999999362
8091.668	130.3779999999999855	4785.876	6	16380	0	8389.183	272	8389.183	281.5149999999999852	8389.183	7	8389.183	297.5149999999999852
8097.994	125.3820000000000045	4789.778	7	16440	0	8391.205	273	8391.205	285.2110000000000115	8391.205	3	8391.205	293.2110000000000115
8107.87	115.764999999999986	4802.327	8	16500	0	8400.069	274	8400.069	274.198999999999954	8400.069	8	8400.069	292.198999999999954
8148.159	83.911000000000001	4806.61	7	16560	1	8425.804	276	8425.804	254.3309999999999595	8425.804	9	8425.804	274.331000000000016
8151.473	70.70999999999997915	4813.613	8	16620	0	8433.372	275	8433.372	283.2129999999999647	8433.372	0	8433.372	285.2129999999999647
8228.773	130.3879999999999765	4819.036	7	16680	0	8501.209	278	8501.209	251.9529999999999735	8501.209	1	8501.209	255.9529999999999735
8245.256	120.7609999999999952	4843.398	6	16740	0	8546.919	279	8546.919	277.4359999999999207	8546.919	5	8546.919	289.4359999999999205
8257.483	131.7419999999999613	4861.735	7	16800	0	8547.625	277	8547.625	308.8519999999999742	8547.625	4	8547.625	318.8519999999999742
8347.003	206.158999999999991	4872.655	8	16860	0	8622.452	280	8622.452	261.448999999999955	8622.452	6	8622.452	275.448999999999954
8348.442	193.7899999999999632	4888.51	9	16920	0	8649.284	282	8649.284	244.100999999999998	8649.284	7	8649.284	260.100999999999998
8389.183	229.0569999999999585	4889.543	8	16980	0	8649.954	283	8649.954	250.7489999999999657	8649.954	3	8649.954	258.7490000000000227
8391.205	224.153999999999996	4914.679	9	17040	0	8677.679	281	8677.679	323.2369999999999655	8677.679	2	8677.679	329.2369999999999655
8400.069	214.0079999999999806	4914.802	8	17100	0	8686.465	284	8686.465	268.3959999999999572	8686.465	8	8686.465	286.3959999999999572
8425.804	226.2690000000000047	4974.214	7	17160	0	8703.405	286	8703.405	268.0330000000000145	8703.405	0	8703.405	270.0330000000000145
8433.372	221.7869999999999768	4991.626	6	17220	0	8705.6	285	8705.6	259.7959999999999347	8705.6	9	8705.6	279.7959999999999345
8501.209	268.25999999999999	4996.928	5	17280	0	8778.832	287	8778.832	273.6229999999999327	8778.832	1	8778.832	277.622999999999932
8546.919	294.1079999999999462	5017.469	6	17340	0	8789.383	288	8789.383	230.4639999999999976	8789.383	5	8789.383	242.4639999999999975
8547.625	284.2459999999999797	5063.084	5	17400	2	8809.195	289	8809.195	251.5699999999999925	8809.195	4	8809.195	261.5699999999999352
8622.452	281.4019999999999287	5064.206	4	17460	1	8890.202	292	8890.202	232.2479999999999895	8890.202	3	8890.202	240.2479999999999895
8649.284	200.8619999999999657	5082.41	3	17520	1	8898.701	290	8898.701	262.2490000000000227	8898.701	6	8898.701	276.2490000000000227
8649.954	199.7520000000000088	5084.128	2	17580	2	8929.987	294	8929.987	225.5219999999999906	8929.987	8	8929.987	243.5219999999999905
8677.679	224.8890000000000093	5090.804	3	17640	0	8951.665	291	8951.665	286.380999999999971	8951.665	7	8951.665	302.3809999999999707
8686.465	219.050999999999987	5092.899	4	17700	0	8957.737	293	8957.737	274.057999999999992	8957.737	2	8957.737	280.057999999999992
8703.405	226.488999999999975	5117.793	5	17760	0	8977.445	295	8977.445	272.0399999999999627	8977.445	0	8977.445	274.0399999999999627
8705.6	203.5679999999999828	5125.017	6	17820	0	9008.328	296	9008.328	282.727999999999951	9008.328	9	9008.328	302.7279999999999507
8778.832	270.6669999999999157	5142.682	5	17880	0	9045.742	298	9045.742	244.3589999999999795	9045.742	5	9045.742	256.3589999999999227
8789.383	280.5149999999999852	5144.404	4	17940	0	9061.701	297	9061.701	278.8690000000000275	9061.701	1	9061.701	282.8690000000000272
8809.195	208.072000000000002	5224.217	3	18000	0	9065.814	299	9065.814	246.6189999999999705	9065.814	4	9065.814	256.6190000000000275
8890.202	223.6419999999999952	5248.936	4	18060	0	9141.963	300	9141.963	243.7609999999999662	9141.963	3	9141.963	251.7609999999999662
8898.701	218.1850000000000016	5261.794	3	18120	0	9182.789	301	9182.789	270.0879999999999647	9182.789	6	9182.789	284.0879999999999647
8929.987	165.6789999999999731	5279.126	4	18180	0	9226.749	302	9226.749	278.7619999999999425	9226.749	8	9226.749	296.7619999999999425
8951.665	165.1189999999999707	5294.51	5	18240	0	9234.125	303	9234.125	266.4599999999999217	9234.125	7	9234.125	282.4599999999999217
8957.737	157.2119999999999883	5297.556	4	18300	0	9271.063	304	9271.063	307.3260000000000207	9271.063	2	9271.063	313.3260000000000207
8977.445	173.4549999999999833	5308.006	5	18360	0	9281.02	306	9281.02	252.6920000000000065	9281.02	9	9281.02	272.6920000000000065
9008.328	70.5509999999999875	5317.024	4	18420	1	9301.201	305	9301.201	321.7559999999999707	9301.201	0	9301.201	323.7559999999999707
9045.742	21.91799999999999915	5333.885	3	18480	2	9320.356	308	9320.356	254.654999999999972	9320.356	1	9320.356	258.654999999999972
9061.701	22.79599999999999931	5346.11	2	18540	7	9331.939	309	9331.939	256.125	9331.939	4	9331.939	266.125
9065.814	8.01299999999999809	5351.512	3	18600	7	9357.618	307	9357.618	299.8759999999999752	9357.618	5	9357.618	311.8759999999999752
9141.963	65.14900000000000065	5360.545	2	18660	6	9430.791	310	9430.791	280.8279999999999735	9430.791	3	9430.791	288.8279999999999732
9182.789	82.49199999999998985	5374.412	3	18720	5	9471.717	311	9471.717	274.9279999999999962	9471.717	6	9471.717	288.9279999999999962
9226.749	117.9459999999999976	5394.883	2	18780	4	9501.048	312	9501.048	256.2989999999999775	9501.048	8	9501.048	274.2989999999999775
9234.125	80.6279999999999856	5398.297	3	18840	4	9514.311	313	9514.311	264.1859999999999207	9514.311	7	9514.311	280.1859999999999207
9271.063	110.7009999999999929	5406.741	2	18900	6	9540.378	315	9540.378	239.358000000000003	9540.378	9	9540.378	259.3579999999999465
9281.02	116.3209999999999976	5408.725	1	18960	6	9566.566	317	9566.566	242.2099999999999785	9566.566	1	9566.566	246.2099999999999785
9301.201	92.3289999999999789	5428.291	2	19020	7	9568.483	316	9568.483	265.2819999999999242	9568.483	0	9568.483	267.2819999999999242
9320.356	83.02899999999999605	5482.911	3	19080	5	9603.626	318	9603.626	261.687000000000011	9603.626	4	9603.626	271.687000000000011
9331.939	85.71799999999998905	5500.608	2	19140	4	9633.736	314	9633.736	356.6730000000000002	9633.736	2	9633.736	362.6730000000000002
9357.618	74.795999999999992	5527.95	3	19200	3	9648.174	319	9648.174	278.5559999999999252	9648.174	5	9648.174	290.5559999999999252
9430.791	120.1059999999999941	5554.413	2	19260	5	9686.613	320	9686.613	247.822000000000002	9686.613	3	9686.613	255.822000000000002
9471.717	159.7880000000000103	5590.084	1	19320	5	9727.876	321	9727.876	242.158999999999991	9727.876	6	9727.876	256.158999999999991
9501.048	93.7279999999999798	5591.094	0	19380	3	9769.47	323	9769.47	239.158999999999991	9769.47	7	9769.47	255.158999999999991
9514.311	75.6289999999999903	5591.283	1	19440	2	9778.805	325	9778.805	208.2389999999999751	9778.805	1	9778.805	212.2389999999999751
9540.378	100.0089999999999859	5609.756	0	19500	3	9789.261	322	9789.261	270.2129999999999647	9789.261	8	9789.261	288.2129999999999647
9566.566	86.6269999999999808	5628.523	0	19560	5	9818.081	324	9818.081	257.7029999999999735	9818.081	9	9818.081	277.7029999999999735
9568.483	65.51699999999999565	5680.427	0	19620	7	9873.697	326	9873.697	303.2139999999999412	9873.697	0	9873.697	305.2139999999999412
9603.626	99.0610000000000067	5742.305	0	19680	7	9883.909	327	9883.909	270.2830000000000145	9883.909	4	9883.909	280.2830000000000145
9633.736	122.2729999999999957	5760.768	0	19740	7	9898.398	329	9898.398	238.2239999999999885	9898.398	5	9898.398	250.2239999999999885
9648.174	126.2539999999999902	5840.445	0	19800	10	9925.633	328	9925.633	285.8969999999999335	9925.633	2	9925.633	291.8969999999999332
9686.613	70.359999999999985	5870.908	0	19860	11	9954.839	330	9954.839	260.225999999999998	9954.839	3	9954.839	268.225999999999998
9727.876	41.76899999999999102	5924.55	0	19920	10	9992.185	331	9992.185	250.308999999999968	9992.185	6	9992.185	264.308999999999968
9769.47	39.34300000000000337	5979.324	0	19980	13	10021.647	332	10021.647	236.1769999999999632	10021.647	7	10021.647	252.1769999999999632
9805.702	0	5979.82	0	20040	12	10099.292	333	10099.292	289.5899999999999167	10099.292	1	10099.292	293.5899999999999167
9830.976	0	6003.08	0	20100	12	10147.996	334	10147.996	299.0199999999999805	10147.996	8	10147.996	317.0199999999999805
9838.155	0	6041.396	0	20160	14	10164.464	335	10164.464	306.308999999999968	10164.464	9	10164.464	326.308999999999968
9873.697	29.41299999999999657	6054.901	0	20220	11	10175.405	336	10175.405	299.707999999999969	10175.405	0	10175.405	301.707999999999969
9901.509	0	6117.314	0	20280	11	10185.463	337	10185.463	273.95399999999995	10185.463	4	10185.463	283.95399999999995
9951.951	0	6154.999	0	20340	10	10260.529	339	10260.529	289.63499999999999	10260.529	3	10260.529	297.63499999999999
9962.894	0	6180.186	0	20400	11	10270.015	338	10270.015	312.0639999999999637	10270.015	2	10270.015	318.0639999999999637
10008.491	0	6282.992	0	20460	10	10306.426	340	10306.426	285.9349999999999447	10306.426	5	10306.426	297.9349999999999445
10057.384	0	6293.617	0	20520	7	10320.201	341	10320.201	248.8170000000000065	10320.201	6	10320.201	262.8170000000000065
10068.256	0	6296.038	0	20580	7	10330.865	342	10330.865	246.6089999999999795	10330.865	7	10330.865	262.6089999999999227
10144.935	0	6312.309	0	20640	5	10404.812	343	10404.812	255.8770000000000087	10404.812	1	10404.812	259.876999999999952
10190.3	0	6379.099	0	20700	7	10442.624	344	10442.624	250.324000000000011	10442.624	0	10442.624	252.324000000000011
10207.766	0	6403.459	0	20760	6	10486.966	345	10486.966	269.1999999999999307	10486.966	4	10486.966	279.1999999999999307
10252.241	0	6415.897	0	20820	7	10516.17	346	10516.17	245.9289999999999727	10516.17	8	10516.17	263.9289999999999727
10271.731	0	6436.725	0	20880	9	10551.944	347	10551.944	274.2129999999999647	10551.944	2	10551.944	280.2129999999999647
10276.297	0	6448.771	0	20940	12	10562.647	348	10562.647	278.3500000000000217	10562.647	3	10562.647	286.3500000000000217
10305.103	0	6468.44	0	21000	13	10567.134	351	10567.134	232.932999999999992	10567.134	6	10567.134	246.932999999999992
10313.308	0	6471.412	1	21060	13	10582.615	349	10582.615	257.5119999999999425	10582.615	9	10582.615	277.5119999999999425
10320.201	3.769999999999999562	6473.017	2	21120	11	10612.655	350	10612.655	287.3469999999999785	10612.655	5	10612.655	299.3469999999999782
10330.865	11.0939999999999976	6509.814	3	21180	9	10639.578	352	10639.578	292.7129999999999645	10639.578	7	10639.578	308.7129999999999645
10404.812	73.35399999999998475	6517.969	2	21240	11	10728.652	353	10728.652	319.8399999999999167	10728.652	1	10728.652	323.8399999999999167
10442.624	81.58400000000000285	6568.193	3	21300	11	10735.373	354	10735.373	290.7490000000000225	10735.373	0	10735.373	292.7490000000000225
10486.966	80.6049999999999894	6569.393	4	21360	10	10743.233	355	10743.233	246.2669999999999952	10743.233	4	10743.233	256.2669999999999382
10516.17	41.18699999999999742	6582.172	3	21420	4	10799.476	356	10799.476	265.3059999999999252	10799.476	8	10799.476	283.3059999999999252
10551.944	75.1389999999999813	6603.661	4	21480	5	10827.388	357	10827.388	269.443999999999959	10827.388	2	10827.388	275.443999999999959
10562.647	14.39199999999999941	6606.199	3	21540	7	10839.804	359	10839.804	258.669999999999958	10839.804	6	10839.804	272.669999999999958
