
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)	
23541.704	502.93599999999992	13713.522	2			23803.405	793	23803.405	281.3349999999999217	23803.405	6	23803.405	295.3349999999999217
23560.445	519.5419999999999145	13720.97	3			23835.929	795	23835.929	282.2250000000000217	23835.929	5	23835.929	294.2250000000000217
23611.914	550.4800000000000165	13729.997	2			23876.807	797	23876.807	260.8929999999999145	23876.807	1	23876.807	264.8929999999999145
23622.677	499.101999999999973	13734.41	1			23901.841	799	23901.841	260.7479999999999327	23901.841	8	23901.841	278.747999999999932
23623.093	495.7669999999999375	13747.467	0			23949.145	800	23949.145	296.9289999999999725	23949.145	0	23949.145	298.9289999999999725
23650.216	504.0109999999999655	13761.602	1			23949.161	798	23949.161	306.483999999999922	23949.161	9	23949.161	326.483999999999922
23684.19	534.8219999999998875	13811.991	0			23969.842	801	23969.842	269.651999999999929	23969.842	7	23969.842	285.6519999999999285
23765.779	575.3409999999998925	13818.02	1			24018.041	802	24018.041	244.262	24018.041	3	24018.041	252.262
23788.626	598.0860000000000105	13826.652	0			24078.289	804	24078.289	272.0330000000000145	24078.289	2	24078.289	278.0330000000000145
23800.256	599.102999999999835	13826.705	1			24087.472	805	24087.472	270.0670000000000065	24087.472	6	24087.472	284.0670000000000062
23803.405	592.1849999999999435	13827.159	2			24096.519	803	24096.519	297.8929999999999142	24096.519	4	24096.519	307.8929999999999142
23835.929	615.0909999999998925	13838.899	3			24153.208	806	24153.208	305.2789999999999952	24153.208	5	24153.208	317.2789999999999952
23876.807	650.587999999999963	13845.68	2			24201.035	807	24201.035	320.2279999999999507	24201.035	1	24201.035	324.2279999999999507
23901.841	619.115999999999984	13855.594	1			24208.493	809	24208.493	257.3479999999999557	24208.493	0	24208.493	259.3479999999999557
23949.145	613.973999999999931	13902.293	2			24213.083	808	24213.083	293.2419999999999607	24213.083	8	24213.083	311.2419999999999607
23949.161	593.613000000000054	13924.096	1			24241.078	811	24241.078	255.235999999999989	24241.078	7	24241.078	271.235999999999989
23969.842	516.3579999999999455	13935.994	2			24254.794	810	24254.794	285.6329999999999232	24254.794	9	24254.794	305.6329999999999232
24018.041	561.856999999999969	13939.164	1			24316.396	812	24316.396	290.3550000000000175	24316.396	3	24316.396	298.3550000000000175
24078.289	463.3879999999999185	13943.04	2			24332.141	813	24332.141	247.8519999999999745	24332.141	2	24332.141	253.8519999999999745
24087.472	470.8009999999999295	13972.819	3			24336.746	814	24336.746	235.274	24336.746	6	24336.746	249.274
24096.519	452.8619999999999632	14002.176	4			24422.152	816	24422.152	256.9439999999999592	24422.152	5	24422.152	268.943999999999959
24153.208	497.8729999999999315	14014.819	3			24422.775	815	24422.775	316.2559999999999707	24422.775	4	24422.775	326.2559999999999707
24201.035	507.649999999999975	14018.537	2			24451.702	819	24451.702	220.6189999999999706	24451.702	8	24451.702	238.6189999999999705
24208.493	395.9719999999999782	14026.274	1			24493.088	817	24493.088	288.0529999999999962	24493.088	1	24493.088	292.0529999999999962
24213.083	387.2450000000000032	14034.326	0			24507.316	818	24507.316	296.8229999999999782	24507.316	0	24507.316	298.8229999999999782
24241.078	411.1759999999999295	14088.113	1			24534.225	820	24534.225	277.1469999999999335	24534.225	7	24534.225	293.1469999999999332
24254.794	347.5480000000000007	14097.591	0			24545.934	821	24545.934	271.1399999999999852	24545.934	9	24545.934	291.1399999999999852
24316.396	368.7189999999999357	14122.677	0			24587.73	823	24587.73	249.5889999999999975	24587.73	2	24587.73	255.5889999999999975
24332.141	343.2259999999999977	14147.558	0			24589.382	824	24589.382	238.6359999999999662	24589.382	6	24589.382	252.6359999999999662
24336.746	323.5670000000000062	14154.106	0			24594.424	822	24594.424	270.028000000000019	24594.424	3	24594.424	278.028000000000019
24422.152	390.2069999999999925	14178.091	1			24662.448	826	24662.448	229.673000000000001	24662.448	4	24662.448	239.673000000000001
24422.775	365.2469999999999562	14186.196	0			24716.471	825	24716.471	282.3189999999999587	24716.471	5	24716.471	294.3189999999999587
24451.702	356.129000000000018	14228.441	0			24748.299	828	24748.299	251.2110000000000115	24748.299	1	24748.299	255.2110000000000115
24493.088	349.7259999999999977	14237.524	1			24767.062	827	24767.062	297.3600000000000125	24767.062	8	24767.062	315.3600000000000125
24507.316	321.889000000000009	14274.668	2			24790.503	829	24790.503	281.1870000000000107	24790.503	0	24790.503	283.1870000000000107
24534.225	324.1589999999999905	14276.353	1			24805.943	830	24805.943	255.71799999999996	24805.943	7	24805.943	271.71799999999996
24545.934	298.7269999999999742	14288.339	0			24818.336	831	24818.336	252.4019999999999855	24818.336	9	24818.336	272.401999999999929
24587.73	306.6139999999999175	14323.202	0			24872.931	834	24872.931	270.5069999999999472	24872.931	3	24872.931	278.5069999999999472
24589.382	307.1599999999999667	14333.002	0			24874.48	832	24874.48	280.75	24874.48	2	24874.48	286.75
24594.424	310.2379999999999415	14334.686	1			24890.523	833	24890.523	287.1409999999999612	24890.523	6	24890.523	301.1409999999999612
24662.448	349.8899999999999852	14336.863	2			24926.556	835	24926.556	254.108000000000003	24926.556	4	24926.556	264.1079999999999465
24716.471	390.1789999999999725	14346.206	3			24995.127	836	24995.127	266.6559999999999482	24995.127	5	24995.127	278.6559999999999482
24748.299	366.2579999999999232	14381.762	4			25031.113	837	25031.113	278.813999999999964	25031.113	1	25031.113	282.8139999999999637
24767.062	325.7329999999999462	14405.566	3			25056.309	838	25056.309	271.2469999999999565	25056.309	8	25056.309	289.2469999999999565
24790.503	342.9139999999999862	14418.814	2			25080.142	839	25080.142	287.639000000000009	25080.142	0	25080.142	289.639000000000009
24805.943	351.1449999999999805	14440.668	1			25092.17	840	25092.17	270.2269999999999745	25092.17	7	25092.17	286.2269999999999745
24818.336	363.4230000000000002	14447.307	0			25118.312	841	25118.312	279.9759999999999977	25118.312	9	25118.312	299.9759999999999977
24872.931	390.6309999999999695	14459.287	0			25119.361	842	25119.361	238.4300000000000057	25119.361	3	25119.361	246.4300000000000057
24874.48	369.605000000000017	14500.557	1			25146.33	843	25146.33	265.850000000000022	25146.33	2	25146.33	271.850000000000022
24890.523	369.3269999999999967	14504.521	0			25185.422	844	25185.422	280.899	25185.422	6	25185.422	294.899
24926.556	388.9750000000000217	14556.128	0			25259.718	845	25259.718	323.16199999999992	25259.718	4	25259.718	333.16199999999992
24995.127	436.733999999999922	14585.058	1			25287.544	846	25287.544	280.4169999999999152	25287.544	5	25287.544	292.416999999999915
25031.113	467.625	14586.354	2			25339.692	848	25339.692	265.3829999999999237	25339.692	8	25339.692	283.3829999999999232
25056.309	416.6599999999999665	14598.722	1			25341.802	849	25341.802	259.6599999999999672	25341.802	0	25341.802	261.6599999999999672
25080.142	433.059999999999944	14607.228	2			25356.582	847	25356.582	321.4689999999999362	25356.582	1	25356.582	325.4689999999999362
25092.17	442.192999999999982	14608.206	1			25359.688	850	25359.688	251.5179999999999715	25359.688	7	25359.688	267.5179999999999145
25118.312	425.0359999999999437	14619.603	0			25361.305	851	25361.305	222.9929999999999945	25361.305	9	25361.305	242.9929999999999945
25119.361	357.0559999999999252	14624.869	1			25414.148	852	25414.148	286.78699999999992	25414.148	3	25414.148	294.78699999999992
25146.33	356.887999999999919	14667.194	2			25421.504	853	25421.504	269.1739999999999775	25421.504	2	25421.504	275.1739999999999775
25185.422	342.5769999999999967	14682.807	1			25480.729	854	25480.729	281.3070000000000155	25480.729	6	25480.729	295.307000000000015
25259.718	400.1290000000000177	14714.649	0			25522.31	855	25522.31	252.5919999999999837	25522.31	4	25522.31	262.5919999999999837
25287.544	379.6739999999999767	14721.479	0			25572.973	856	25572.973	273.4289999999999727	25572.973	5	25572.973	285.4289999999999725
25339.692	403.514000000000008	14795.558	0			25620.982	860	25620.982	245.2939999999999815	25620.982	7	25620.982	261.2939999999999815
25341.802	393.3919999999999377	14800.313	0			25640.16	858	25640.16	296.3579999999999462	25640.16	0	25640.16	298.3579999999999462
25356.582	365.8909999999999612	14810.168	1			25648.8	861	25648.8	267.4950000000000037	25648.8	9	25648.8	287.4950000000000032
25359.688	355.9689999999999357	14819.701	2			25651.306	857	25651.306	293.6139999999999175	25651.306	8	25651.306	311.6139999999999175
25361.305	319.8029999999999962	14830.093	1			25673.437	859	25673.437	312.8550000000000175	25673.437	1	25673.437	316.8550000000000175
25414.148	327.6329999999999232	14840.827	0			25689.921	862	25689.921	267.7730000000000237	25689.921	3	25689.921	275.7730000000000237
25421.504	121.014999999999986	14851.86	1			25693.366	863	25693.366	265.8619999999999657	25693.366	2	25693.366	271.8619999999999657
25480.729	155.7559999999999712	14859.8	2			25749.942	864	25749.942	255.2129999999999647	25749.942	6	25749.942	269.2129999999999647
25522.31	194.7810000000000053	14863.415	3			25799.54	865	25799.54	267.2300000000000175	25799.54	4	25799.54	277.2300000000000175
25572.973	202.4730000000000125	14864.302	2			25845.246	866	25845.246	260.2730000000000237	25845.246	5	25845.246	272.2730000000000237
25620.982	191.382000000000004	14891.776	3			25926.17	870	25926.17	256.863999999999918	25926.17	8	25926.17	274.863999999999918
25640.16	202.1229999999999895	14922.373	2			25930.888	867	25930.888	293.905999999999948	25930.888	7	25930.888	309.905999999999948
25648.8	151.5899999999999745	14926.566	1			25933.337	868	25933.337	291.1770000000000195	25933.337	0	25933.337	293.1770000000000195
25651.306	118.8079999999999922	14945.901	2			25933.904	871	25933.904	256.4669999999999837	25933.904	1	25933.904	260.4669999999999837
25673.437	134.98399999999998	14948.386	3			25954.83	869	25954.83	286.0299999999999717	25954.83	9	25954.83	306.0299999999999717
25689.921	144.2539999999999616	14973.255	2			25965.348	872	25965.348	267.42700000000002	25965.348	3	25965.348	275.4270000000000197
25693.366	117.4319999999999875	14974.758	1			25982.634	873	25982.634	283.2679999999999142	25982.634	2	25982.634	289.2679999999999142
25749.942	166.4850000000000131	14977.808	2			26024.411	874	26024.411	260.4689999999999362	26024.411	6	26024.411	274.4689999999999362
25799.54	210.1129999999999987	14993.153	1			26118.948	876	26118.948	261.701999999999997	26118.948	5	26118.948	273.701999999999997
25845.246	249.9300000000000057	15008.86	2			26120.587	875	26120.587	311.0470000000000242	26120.587	4	26120.587	321.0470000000000242
25926.17	323.3249999999999307	15032.471	3			26196.432	880	26196.432	258.528000000000019	26196.432	1	26196.432	262.528000000000019
25930.888	309.3360000000000115	15033.637	4			26223.111	877	26223.111	278.940999999999916	26223.111	8	26223.111	296.9409999999999157
25933.337	264.31499999999994	15040.551	5			26231.686	879	26231.686	296.3489999999999317	26231.686	0	26231.686	298.3489999999999317
25933.904	208.4900000000000085	15061.733	4			26234.78	878	26234.78	287.8919999999999377	26234.78	7	26234.78	303.8919999999999377
25954.83	220.3369999999999883	15063.094	5			26243.53	882	26243.53	270.1820000000000155	26243.53	3	26243.53	278.1820000000000155
25965.348	214.5919999999999838	15081.506	4			26271.46	883	26271.46	282.826000000000021	26271.46	2	26271.46	288.8260000000000207
25982.634	183.105999999999994	15094.592	5			26291.019	881	26291.019	316.1889999999999637	26291.019	9	26291.019	336.1889999999999632
26024.411	194.762	15095.447	6			26292.618	884	26292.618	254.206999999999993	26292.618	6	26292.618	268.206999999999993
26118.948	285.3399999999999167	15123.072	5			26390.287	886	26390.287	259.6999999999999307	26390.287	4	26390.287	269.6999999999999307
26120.587	284.6530000000000187	15134.431	4			26399.583	885	26399.583	268.63499999999999	26399.583	5	26399.583	280.63499999999999
26196.432	350.4750000000000217	15135.38	3			26475.181	887	26475.181	274.7490000000000227	26475.181	1	26475.181	278.7490000000000227
26223.111	369.1709999999999337	15151.454	2			26480.868	889	26480.868	247.1819999999999585	26480.868	0	26480.868	249.1819999999999585
26231.686	359.6730000000000002	15178.135	3			26512.476	890	26512.476	261.6960000000000257	26512.476	7	26512.476	277.6960000000000252
26234.78	305.5489999999999767	15221.379	2			26517.876	891	26517.876	266.3460000000000027	26517.876	3	26517.876	274.3460000000000027
26243.53	313.7450000000000032	15248.863	1			26526.731	888	26526.731	285.6200000000000032	26526.731	8	26526.731	303.6200000000000032
26271.46	298.014000000000009	15276.988	0			26561.148	893	26561.148	250.1289999999999612	26561.148	9	26561.148	270.129000000000018
26291.019	315.7519999999999515	15280.156	1			26561.724	892	26561.724	284.264000000000009	26561.724	2	26561.724	290.264000000000009
26292.618	314.2279999999999507	15308.834	0			26584.519	894	26584.519	277.9009999999999525	26584.519	6	26584.519	291.9009999999999525
26390.287	325.1779999999999962	15412.682	0			26661.51	895	26661.51	261.2229999999999557	26661.51	4	26661.51	271.2229999999999557
26399.583	268.4800000000000175	15414.465	0			26691.406	896	26691.406	279.8229999999999782	26691.406	5	26691.406	291.8229999999999782
26475.181	320.9969999999999565	15418.109	0			26754.006	897	26754.006	274.8249999999999307	26754.006	1	26754.006	278.8249999999999307
26480.868	283.2369999999999657	15429.116	0			26770.847	900	26770.847	244.9710000000000027	26770.847	3	26770.847	252.9710000000000027
26512.476	305.2110000000000115	15430.736	0			26776.801	898	26776.801	293.932999999999992	26776.801	0	26776.801	295.932999999999992
26517.876	285.9700000000000262	15455.658	0			26781.437	899	26781.437	252.9610000000000115	26781.437	7	26781.437	268.9610000000000115
26526.731	268.5539999999999727	15544.113	0			26816.547	901	26816.547	271.815999999999916	26816.547	8	26816.547	289.8159999999999157
26561.148	292.2989999999999767	15546.746	0			26822.201	903	26822.201	254.4769999999999745	26822.201	2	26822.201	260.4769999999999745
26561.724	264.901999999999929	15553.642	0			26910.112	902	26910.112	328.9639999999999412	26910.112	9	26910.112	348.9639999999999405
26584.519	276.18999999999994	15560.689	1			26932.732	906	26932.732	229.325999999999964	26932.732	5	26932.732	241.325999999999964
26661.51	300.2010000000000207	15576.073	0			26940.186	904	26940.186	341.666999999999915	26940.186	6	26940.186	355.666999999999915
26691.406	317.2019999999999967	15595.328	1			26944.483	905	26944.483	272.9729999999999557	26944.483	4	26944.483	282.9729999999999557
26754.006	368.7239999999999315	15613.117	2			27014.45	909	27014.45	235.649	27014.45	0	27014.45	237.649
26770.847	377.6849999999999445	15636.725	3			27015.541	907	27015.541	257.5349999999999672	27015.541	1	27015.541	261.5349999999999672
26776.801	357.9919999999999607	15664.477	4			27050.33	908	27050.33	271.4829999999999462	27050.33	3	27050.33	279.4829999999999462
26781.437	351.3349999999999212	15679.36	5			27093.774	912	27093.774	265.5729999999999782	27093.774	2	27093.774	271.5729999999999782
26816.547	278.6190000000000275	15686.086	4			27096.9	910	27096.9	299.4629999999999645	27096.9	7	27096.9	315.4629999999999645
26822.201	252.3600000000000127	15689.668	3			27115.468	911	27115.468	280.9209999999999345	27115.468	8	27115.468	298.9209999999999342
26910.112	332.379000000000018	15701.566	2			27207.692	915	27207.692	253.505999999999971	27207.692	6	27207.692	267.505999999999971
26932.732	343.735000000000012	15702.129	3			27219.299	914	27219.299	274.5670000000000065	27219.299	5	27219.299	286.5670000000000062
26940.186	344.0059999999999705	15708.446	2			27224.206	913	27224.206	294.0939999999999362	27224.206	9	27224.206	314.0939999999999362
26944.483	327.8009999999999295	15713.283	3			27274.187	916	27274.187	319.70399999999995	27274.187	4	27274.187	329.70399999999995
27014.45	306.881999999999947	15734.017	2			27285.359	917	27285.359	268.9089999999999907	27285.359	0	27285.359	270.9089999999999907
27015.541	278.3029999999999962	15743.106	1			27290.019	918	27290.019	270.477999999999951	27290.019	1	27290.019	274.477999999999951
27050.33	288.206000000000016	15769.765	2			27300.391	919	27300.391	242.0609999999999777	27300.391	3	27300.391	250.0609999999999777
27093.774	331.4289999999999725	15784.709	1			27363.427	920	27363.427	263.653000000000019	27363.427	2	27363.427	269.653000000000019
27096.9	327.4239999999999767	15793.756	2			27366.2	921	27366.2	253.3000000000000105	27366.2	7	27366.2	269.2999999999999532
27115.468	317.9629999999999645	15806.719	3			27420.593	922	27420.593	287.125	27420.593	8	27420.593	305.125
27207.692	407.889000000000008	15816.538	2			27461.572	924	27461.572	230.2729999999999668	27461.572	5	27461.572	242.2729999999999667
27219.299	383.2139999999999405	15834.478	1			27518.139	925	27518.139	273.932999999999992	27518.139	9	27518.139	293.932999999999992
27224.206	292.8899999999999852	15850.476	0			27553.573	926	27553.573	269.3859999999999662	27553.573	4	27553.573	279.3859999999999662
27274.187	316.379999999999995	15945.6	0			27553.976	923	27553.976	332.2839999999999905	27553.976	6	27553.976	346.2839999999999905
27285.359	300.804999999999949	16017.296	0			27559.618	927	27559.618	272.259000000000014	27559.618	0	27559.618	274.259000000000014
27290.019	198.5740000000000116	16119.253	0			27563.336	929	27563.336	254.9449999999999925	27563.336	3	27563.336	262.9449999999999352
27300.391	205.5059999999999712	16136.237	0			27566.559	928	27566.559	272.5399999999999627	27566.559	1	27566.559	276.5399999999999627
27363.427	259.7160000000000072	16156.153	0			27604.361	931	27604.361	222.1610000000000007	27604.361	7	27604.361	238.1610000000000002
27366.2	228.5949999999999696	16169.913	0			27623.367	930	27623.367	253.939999999999997	27623.367	2	27623.367	259.93999999999994
27420.593	272.5839999999999455	16180.356	0			27711.527	932	27711.527	272.933999999999968	27711.527	8	27711.527	290.933999999999968
27461.572	297.5849999999999217	16224.56	0			27808.243	933	27808.243	334.6709999999999342	27808.243	5	27808.243	346.670999999999934
27518.139	343.932000000000015	16283.624	0			27808.606	937	27808.606	246.9879999999999985	27808.606	0	27808.606	248.9879999999999985
27553.573	366.1449999999999802	16301.316	0			27815.07	934	27815.07	276.9309999999999252	27815.07	9	27815.07	296.9309999999999252
27553.976	211.4799999999999603	16310.675	0			27832.09	936	27832.09	264.113999999999918	27832.09	6	27832.09	278.1139999999999177
27559.618	163.341999999999984	16351.372	0			27839.242	935	27839.242	275.6689999999999815	27839.242	4	27839.242	285.6689999999999815
27563.336	114.4419999999999782	16389.935	1			27841.767	939	27841.767	271.207999999999969	27841.767	1	27841.767	275.207999999999969
27566.559	41.48399999999999455	16395.643	2			27856.529	938	27856.529	285.1929999999999822	27856.529	3	27856.529	293.192999999999982
27604.361	35.69499999999999307	16399.057	1			27889.44	941	27889.44	250.8059999999999815	27889.44	2	27889.44	256.8059999999999252
27632.634	0	16406.842	2			27900.054	940	27900.054	279.6929999999999825	27900.054	7	27900.054	295.692999999999982
27711.527	76.2229999999999844	16413.915	1			27980.723	942	27980.723	251.1959999999999687	27980.723	8	27980.723	269.1960000000000257
27808.243	170.4069999999999816	16418.012	0			28052.593	943	28052.593	232.3499999999999652	28052.593	5	28052.593	244.3499999999999652
27808.606	166.7889999999999866	16482.976	0			28079.773	945	28079.773	244.7029999999999735	28079.773	9	28079.773	264.7029999999999735
27815.07	99.506	16514.216	0			28106.428	944	28106.428	295.8220000000000017	28106.428	0	28106.428	297.8220000000000017
27832.09	74.6349999999999906	16515.152	1			28116.767	947	28116.767	267.5249999999999765	28116.767	4	28116.767	277.524999999999976
27839.242	44.8639999999999899	16523.772	2			28127.072	946	28127.072	280.98199999999997	28127.072	6	28127.072	294.98199999999997
27841.767	9.79899999999999943	16527.969	1			28127.391	950	28127.391	231.950999999999964	28127.391	2	28127.391	237.950999999999964
27856.529	5.48299999999999874	16581.079	0			28138.762	948	28138.762	292.9950000000000032	28138.762	1	28138.762	296.9950000000000032
27889.44	34.46699999999999862	16649.854	0			28152.091	949	28152.091	287.5620000000000107	28152.091	3	28152.091	295.5620000000000107
27900.784	0	16691.637	0			28239.641	951	28239.641	322.85699999999997	28239.641	7	28239.641	338.85699999999997
27980.723	3.234999999999999425	16707.094	0			28258.287	952	28258.287	259.563999999999964	28258.287	8	28258.287	277.563999999999964
28052.593	53.55799999999999255	16733.662	0			28383.017	956	28383.017	256.25	28383.017	4	28383.017	266.25
28079.773	17.40500000000000108	16798.367	0			28390.244	954	28390.244	290.4710000000000027	28390.244	9	28390.244	310.4710000000000027
28106.428	41.44499999999999305	16806.591	0			28398.156	959	28398.156	246.7860000000000002	28398.156	1	28398.156	250.7860000000000002
28116.767	50.600999999999999	16844.575	0			28401.416	958	28401.416	259.9589999999999455	28401.416	2	28401.416	265.9589999999999455
28127.072	8.050000000000000685	16851.978	0			28405.657	953	28405.657	341.0639999999999632	28405.657	5	28405.657	353.063999999999963
28135.457	0	16869.837	0			28418.957	957	28418.957	277.88499999999999	28418.957	6	28418.957	291.88499999999999
28147.37	0	16884.835	0			28419.023	955	28419.023	310.5950000000000262	28419.023	0	28419.023	312.5950000000000262
28177.266	0	16925.762	0			28431.771	960	28431.771	246.504999999999995	28431.771	3	28431.771	254.504999999999995
28239.641	6.23599999999999885	17016.865	0			28531.416	961	28531.416	275.774999999999976	28531.416	7	28531.416	291.7749999999999757
28258.287	23.9329999999999997	17076.993	0			28565.791	962	28565.791	289.504000000000018	28565.791	8	28565.791	307.504000000000018
28383.017	137.70599999999996	17108.445	0			28663.118	964	28663.118	252.8739999999999657	28663.118	9	28663.118	272.8740000000000227
28390.244	132.837999999999965	17136.485	0			28670.856	967	28670.856	253.199000000000011	28670.856	5	28670.856	265.198999999999955
28398.156	120.5279999999999907	17170.105	0			28672.835	966	28672.835	265.4189999999999815	28672.835	2	28672.835	271.4189999999999815
28401.416	114.8280000000000025	17190.162	0			28690.097	963	28690.097	297.0799999999999265	28690.097	4	28690.097	307.0799999999999265
28405.657	100.8149999999999975	17241.894	0			28693.252	965	28693.252	291.0960000000000027	28693.252	1	28693.252	295.0960000000000027
28418.957	90.318999999999988	17247.764	0			28700.04	968	28700.04	267.082999999999969	28700.04	6	28700.04	281.082999999999969
28419.023	60.920999999999992	17279.669	0			28719.504	969	28719.504	298.480999999999994	28719.504	0	28719.504	300.480999999999994
28431.771	66.5010000000000045	17292.162	0			28747.447	970	28747.447	307.6759999999999295	28747.447	3	28747.447	315.6759999999999295
28531.416	131.9130000000000105	17347.59	0			28834.418	971	28834.418	287.0019999999999515	28834.418	7	28834.418	303.0019999999999515
28565.791	158.3019999999999635	17348.992	1			28892.894	972	28892.894	309.1029999999999507	28892.894	8	28892.894	327.1029999999999507
28663.118	188.8000000000000108	17368.519	2			28946.639	975	28946.639	267.8039999999999727	28946.639	2	28946.639	273.8039999999999727
28670.856	177.9239999999999776	17369.213	1			28961.376	974	28961.376	278.5199999999999807	28961.376	5	28961.376	290.5199999999999805
28672.835	174.9590000000000026	17375.285	2			28962.421	973	28962.421	279.3029999999999962	28962.421	9	28962.421	299.3029999999999962
28690.097	63.1859999999999926	17383.255	3			28969.617	979	28969.617	248.1129999999999985	28969.617	0	28969.617	250.1129999999999985
28693.252	66.114000000000004	17388.143	2			28971.648	976	28971.648	271.55099999999993	28971.648	4	28971.648	281.5509999999999295
28700.04	59.20600000000000275	17406.512	1			29005.354	978	29005.354	291.3139999999999637	29005.354	6	29005.354	305.3139999999999637
28719.504	77.35200000000000355	17454.623	2			29015.327	977	29015.327	318.0749999999999307	29015.327	1	29015.327	322.0749999999999307
28747.447	85.9060000000000056	17457.265	1			29051.3	980	29051.3	295.8529999999999507	29051.3	3	29051.3	303.8529999999999507
28834.418	171.8460000000000031	17464.222	0			29128.677	981	29128.677	278.259000000000014	29128.677	7	29128.677	294.2590000000000137
28892.894	226.5009999999999757	17465.636	1			29161.057	982	29161.057	250.16300000000001	29161.057	8	29161.057	268.16300000000001
28946.639	257.7469999999999565	17479.884	2			29205.066	983	29205.066	252.4269999999999632	29205.066	2	29205.066	258.42700000000002
28961.376	256.5710000000000257	17502.632	1			29222.466	986	29222.466	250.8489999999999885	29222.466	0	29222.466	252.8489999999999885
28962.421	212.6639999999999863	17521.608	2			29233.451	984	29233.451	260.0749999999999307	29233.451	5	29233.451	272.0749999999999307
28969.617	209.2479999999999895	17529.065	1			29240.736	985	29240.736	258.31499999999994	29240.736	9	29240.736	278.31499999999994
28971.648	189.1789999999999731	17537.035	2			29271.485	987	29271.485	289.836999999999988	29271.485	4	29271.485	299.836999999999988
29005.354	143.2119999999999885	17540.235	3			29274.462	988	29274.462	255.108000000000003	29274.462	6	29274.462	269.1079999999999462
29015.327	148.851999999999975	17541.796	2			29300.067	989	29300.067	280.7400000000000082	29300.067	1	29300.067	284.7400000000000082
29051.3	175.938999999999964	17581.842	1			29363.507	990	29363.507	304.206999999999993	29363.507	3	29363.507	312.206999999999993
29128.677	239.637	17633.604	0			29399.658	991	29399.658	254.980999999999994	29399.658	7	29399.658	270.980999999999994
29161.057	267.063999999999964	17696.869	0			29454.143	992	29454.143	275.0860000000000115	29454.143	8	29454.143	293.0860000000000115
29205.066	286.1609999999999437	17713.662	0			29496.859	994	29496.859	272.3929999999999145	29496.859	0	29496.859	274.3929999999999145
29222.466	298.369000000000027	17725.853	0			29520.282	997	29520.282	238.7969999999999675	29520.282	4	29520.282	248.7969999999999675
29233.451	290.5760000000000207	17765.442	0			29521.031	993	29521.031	309.9649999999999167	29521.031	2	29521.031	315.9649999999999167
29240.736	261.3899999999999852	17794.537	0			29535.128	995	29535.128	289.6770000000000195	29535.128	5	29535.128	301.6770000000000195
29271.485	282.9839999999999222	17801.058	0			29566.883	998	29566.883	278.4209999999999345	29566.883	6	29566.883	292.4209999999999342
29274.462	260.206999999999993	17860.156	0			29580.519	996	29580.519	319.7830000000000142	29580.519	9	29580.519	339.7830000000000142
29300.067	244.8309999999999595	17916.241	0			29609.295	1000	29609.295	237.78800000000001	29609.295	3	29609.295	245.78800000000001
29363.507	275.1279999999999282	17951.341	0			29611.855	999	29611.855	307.7880000000000095	29611.855	1	29611.855	311.7880000000000095
29399.658	281.1870000000000107	18019.365	0			29697.732	1001	29697.732	282.073999999999954	29697.732	7	29697.732	298.073999999999954
29454.143	327.4220000000000242	18067.234	0			29741.391	1003	29741.391	242.5319999999999807	29741.391	0	29741.391	244.5319999999999807
29496.859	365.9089999999999905	18073.723	0			29750.239	1002	29750.239	278.0960000000000027	29750.239	8	29750.239	296.0960000000000027
29520.282	379.461999999999988	18077.714	0			29773.03	1004	29773.03	242.7479999999999895	29773.03	4	29773.03	252.7479999999999895
29521.031	365.6539999999999952	18180.51	0			29804.121	1005	29804.121	277.0899999999999167	29804.121	2	29804.121	283.0899999999999167
29535.128	373.547000000000024	18195.13	0			29814.087	1006	29814.087	266.9589999999999455	29814.087	5	29814.087	278.9589999999999452
29566.883	372.5480000000000002	18228.209	0			29858.952	1008	29858.952	258.432999999999992	29858.952	9	29858.952	278.432999999999992
29580.519	381.4579999999999687	18234.125	0			29874.291	1007	29874.291	293.4080000000000142	29874.291	6	29874.291	307.4080000000000142
29609.295	403.8319999999999925	18267.744	0			29881.765	1010	29881.765	265.9099999999999672	29881.765	1	29881.765	269.909999999999967
29611.855	350.68999999999994	18271.664	0			29886.858	1009	29886.858	269.562999999999987	29886.858	3	29886.858	277.562999999999987
29697.732	418.057000000000015	18307.87	1			29980.384	1011	29980.384	266.651999999999929	29980.384	7	29980.384	282.6519999999999285
29741.391	411.389000000000008	18309.536	0			30016.806	1012	30016.806	273.4149999999999627	30016.806	0	30016.806	275.4149999999999627
29750.239	403.307000000000015	18345.995	1			30045.578	1013	30045.578	277.3389999999999412	30045.578	8	30045.578	295.3389999999999412
29773.03	424.418000000000005	18347.547	0			30050.16	1014	30050.16	267.129999999999995	30050.16	4	30050.16	277.129999999999995
29804.121	448.274	18387.971	0			30079.675	1016	30079.675	253.5879999999999647	30079.675	5	30079.675	265.5879999999999647
