
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220621-02:57:15-6016)		number of clients entering the queue per timer interval PolicyA.source ($0=123, #0 - General-0-20220621-02:57:15-6016)	
235408.384	1149.748999999999792	118358.021	24			235622.932	8396	235622.932	157.8940000000000047	235622.932	9	235622.932	177.8940000000000047		
235445.038	1185.726999999999858	118378.155	25			235650.35	8390	235650.35	266.5729999999999782	235650.35	7	235650.35	282.5729999999999782		
235455.421	1190.485999999999872	118384.186	26			235695.75	8402	235695.75	145.8589999999999797	235695.75	2	235695.75	151.8589999999999797		
235493.563	1219.873999999999792	118446.717	27			235707.327	8397	235707.327	247.906000000000005	235707.327	1	235707.327	251.906000000000005		
235502.263	1200.782999999999897	118453.24	26			235735.696	8405	235735.696	92.7639999999999813	235735.696	9	235735.696	112.7639999999999812		
235511.55	1202.335000000000032	118460.107	25			235736.346	8404	235736.346	157.6529999999999626	235736.346	4	235736.346	167.6529999999999626		
235525.45	1182.744999999999887	118468.779	26			235742.236	8408	235742.236	30.9089999999999988	235742.236	1	235742.236	34.90899999999999167		
235543.891	1193.891000000000072	118478.879	25			235751.373	8407	235751.373	49.62299999999999025	235751.373	2	235751.373	55.62299999999999025		
235549.452	1177.780999999999945	118503.486	24			235752.045	8389	235752.045	411.0339999999999905	235752.045	6	235752.045	425.0339999999999905		
235568.693	1187.163999999999756	118523.669	25			235774.222	8400	235774.222	244.6719999999999675	235774.222	8	235774.222	262.672000000000025		
235622.932	1236.804999999999831	118536.533	24			235819.429	8409	235819.429	63.7329999999999896	235819.429	9	235819.429	83.73300000000000375		
235650.35	1230.101999999999858	118537.349	23			235845.864	8399	235845.864	335.6009999999999977	235845.864	3	235845.864	343.6009999999999977		
235695.75	1271.869999999999887	118545.504	24			235854.396	8411	235854.396	108.1599999999999962	235854.396	1	235854.396	112.1599999999999962		
235707.327	1269.822999999999862	118564.205	23			235886.051	8415	235886.051	46.62199999999999965	235886.051	9	235886.051	66.6219999999999854		
235735.696	1231.110999999999872	118581.53	22			235946.28	8412	235946.28	188.9069999999999815	235946.28	2	235946.28	194.9069999999999815		
235736.346	1221.192000000000003	118588.55	23			235949.784	8416	235949.784	95.919999999999987	235949.784	3	235949.784	103.919999999999987		
235742.236	1212.657999999999897	118597.837	22			235967.363	8410	235967.363	221.0169999999999952	235967.363	4	235967.363	231.0169999999999952		
235751.373	1193.056999999999785	118607.757	23			236001.388	8406	236001.388	335.0380000000000095	236001.388	7	236001.388	351.0380000000000095		
235752.045	1028.47600000000011	118626.646	24			236045.715	8413	236045.715	279.669999999999958	236045.715	6	236045.715	293.6699999999999577		
235774.222	984.99900000000002	118634.135	23			236083.085	8420	236083.085	125.3009999999999872	236083.085	3	236083.085	133.3009999999999872		
235819.429	1020.68799999999987	118634.543	22			236088.001	8417	236088.001	229.6049999999999603	236088.001	1	236088.001	233.6049999999999602		
235845.864	1044.842999999999844	118660.535	23			236183.297	8401	236183.297	655.846999999999978	236183.297	0	236183.297	657.846999999999978		
235854.396	1041.712999999999734	118670.694	24			236206.012	8419	236206.012	253.73199999999997	236206.012	2	236206.012	259.73199999999997		
235886.051	1037.47600000000011	118704.411	25			236217.671	8421	236217.671	240.307999999999992	236217.671	4	236217.671	250.307999999999992		
235946.28	1095.192000000000004	118706.869	26			236247.734	8414	236247.734	455.511999999999942	236247.734	8	236247.734	473.511999999999942		
235949.784	1044.746000000000091	118714.469	27			236340.581	8422	236340.581	323.192999999999982	236340.581	7	236340.581	339.192999999999982		
235967.363	1059.355000000000015	118725.93	28			236356.421	8426	236356.421	171.123999999999966	236356.421	0	236356.421	173.123999999999966		
236001.388	967.958999999999829	118754.173	27			236401.807	8428	236401.807	174.1359999999999665	236401.807	4	236401.807	184.1359999999999665		
236045.715	999.163999999999985	118759.942	28			236406.521	8430	236406.521	49.9399999999999975	236406.521	7	236406.521	65.9399999999999975		
236083.085	986.028000000000016	118772.683	29			236432.626	8423	236432.626	372.9109999999999437	236432.626	6	236432.626	386.9109999999999437		
236088.001	983.961999999999988	118788.347	28			236452.563	8429	236452.563	186.829000000000007	236452.563	8	236452.563	204.829000000000007		
236183.297	1072.007999999999808	118794.474	29			236459.631	8433	236459.631	37.10999999999999937	236459.631	7	236459.631	53.10999999999999925		
236206.012	1054.523999999999884	118814.201	28			236515.534	8427	236515.534	303.5219999999999332	236515.534	2	236515.534	309.5219999999999332		
236217.671	1058.757999999999808	118824.067	27			236589.556	8437	236589.556	68.02199999999999115	236589.556	2	236589.556	74.0219999999999911		
236247.734	1068.797000000000021	118845.81	28			236591.665	8432	236591.665	179.8580000000000032	236591.665	4	236591.665	189.8580000000000032		
